file,person_id,avg_depth
CHILD_IN_FRONT_0001.jpg,0,23.709983825683594
CHILD_IN_FRONT_0001.jpg,1,23.60049819946289
CHILD_IN_FRONT_0001.jpg,2,23.850460052490234
CHILD_IN_FRONT_0002.jpg,0,21.82190704345703
CHILD_IN_FRONT_0002.jpg,1,21.406221389770508
CHILD_IN_FRONT_0003.jpg,0,25.63808250427246
CHILD_IN_FRONT_0003.jpg,1,23.6381778717041
CHILD_IN_FRONT_0004.jpg,0,26.986879348754883
CHILD_IN_FRONT_0004.jpg,1,25.882814407348633
CHILD_IN_FRONT_0005.jpg,0,26.200536727905273
CHILD_IN_FRONT_0005.jpg,1,27.736257553100586
CHILD_IN_FRONT_0006.jpg,0,22.575654983520508
CHILD_IN_FRONT_0006.jpg,1,21.21748924255371
CHILD_IN_FRONT_0007.jpg,0,26.316020965576172
CHILD_IN_FRONT_0007.jpg,1,25.478912353515625
CHILD_IN_FRONT_0008.jpg,0,23.29224395751953
CHILD_IN_FRONT_0008.jpg,1,5.54218864440918
CHILD_IN_FRONT_0008.jpg,2,21.123897552490234
CHILD_IN_FRONT_0008.jpg,3,21.385848999023438
CHILD_IN_FRONT_0009.jpg,0,25.66097068786621
CHILD_IN_FRONT_0009.jpg,1,25.491374969482422
CHILD_IN_FRONT_0010.jpg,0,21.408000946044922
CHILD_IN_FRONT_0010.jpg,1,22.242692947387695
CHILD_IN_FRONT_0011.jpg,0,23.52032470703125
CHILD_IN_FRONT_0011.jpg,1,3.0448803901672363
CHILD_IN_FRONT_0011.jpg,2,24.504098892211914
CHILD_IN_FRONT_0012.jpg,0,24.779417037963867
CHILD_IN_FRONT_0012.jpg,1,24.936349868774414
CHILD_IN_FRONT_0012.jpg,2,24.870925903320312
NO_OVERLOADING_0001.jpg,0,24.31196403503418
NO_OVERLOADING_0001.jpg,1,23.81285858154297
NO_OVERLOADING_0002.jpg,0,26.379863739013672
NO_OVERLOADING_0002.jpg,1,28.307453155517578
NO_OVERLOADING_0003.jpg,0,23.085378646850586
NO_OVERLOADING_0003.jpg,1,23.571807861328125
NO_OVERLOADING_0004.jpeg,0,21.298152923583984
NO_OVERLOADING_0004.jpeg,1,20.072566986083984
NO_OVERLOADING_0004.jpeg,2,19.79425621032715
NO_OVERLOADING_0005.jpeg,0,25.660648345947266
NO_OVERLOADING_0005.jpeg,1,25.080717086791992
NO_OVERLOADING_0006.jpeg,0,20.14733123779297
NO_OVERLOADING_0007.jpeg,0,23.080339431762695
NO_OVERLOADING_0007.jpeg,1,22.835838317871094
NO_OVERLOADING_0008.jpeg,0,19.420387268066406
NO_OVERLOADING_0008.jpeg,1,19.319576263427734
NO_OVERLOADING_0008.jpeg,2,3.3204102516174316
NO_OVERLOADING_0009.jpeg,0,25.704683303833008
NO_OVERLOADING_0010.jpeg,0,24.747058868408203
NO_OVERLOADING_0010.jpeg,1,23.6441593170166
NO_OVERLOADING_0011.jpeg,0,21.14726448059082
NO_OVERLOADING_0011.jpeg,1,21.02166748046875
NO_OVERLOADING_0012.jpeg,0,20.713504791259766
NO_OVERLOADING_0012.jpeg,1,20.634788513183594
NO_OVERLOADING_0013.jpeg,0,21.70661163330078
NO_OVERLOADING_0013.jpeg,1,21.22077751159668
NO_OVERLOADING_0014.jpeg,0,20.477983474731445
NO_OVERLOADING_0014.jpeg,1,20.949970245361328
NO_OVERLOADING_0014.jpeg,2,21.1872501373291
NO_OVERLOADING_0015.jpeg,0,23.067317962646484
NO_OVERLOADING_0015.jpeg,1,23.059057235717773
NO_OVERLOADING_0016.jpeg,0,22.48584747314453
NO_OVERLOADING_0016.jpeg,1,22.267127990722656
NO_OVERLOADING_0017.jpeg,0,22.098190307617188
NO_OVERLOADING_0017.jpeg,1,22.69256591796875
NO_OVERLOADING_0018.jpeg,0,25.303335189819336
NO_OVERLOADING_0018.jpeg,1,25.18461036682129
NO_OVERLOADING_0019.jpeg,0,20.319551467895508
NO_OVERLOADING_0019.jpeg,1,21.3640193939209
NO_OVERLOADING_0020.jpeg,0,21.362163543701172
NO_OVERLOADING_0020.jpeg,1,21.145484924316406
NO_OVERLOADING_0021.jpeg,0,24.36466407775879
NO_OVERLOADING_0021.jpeg,1,24.843860626220703
NO_OVERLOADING_0022.jpeg,0,22.171138763427734
NO_OVERLOADING_0022.jpeg,1,22.18248748779297
NO_OVERLOADING_0023.jpeg,0,21.431005477905273
NO_OVERLOADING_0024.jpeg,0,16.93007469177246
NO_OVERLOADING_0024.jpeg,1,18.495073318481445
NO_OVERLOADING_0025.jpeg,0,19.70411491394043
NO_OVERLOADING_0025.jpeg,1,21.58987808227539
NO_OVERLOADING_0026.jpeg,0,24.63739776611328
NO_OVERLOADING_0026.jpeg,1,23.66647720336914
NO_OVERLOADING_0027.jpeg,0,22.94447898864746
NO_OVERLOADING_0027.jpeg,1,22.462562561035156
NO_OVERLOADING_0028.jpeg,0,21.511363983154297
NO_OVERLOADING_0028.jpeg,1,19.331398010253906
NO_OVERLOADING_0029.jpeg,0,15.810614585876465
NO_OVERLOADING_0029.jpeg,1,16.113006591796875
NO_OVERLOADING_0030.jpeg,0,22.783973693847656
NO_OVERLOADING_0030.jpeg,1,23.78179168701172
NO_OVERLOADING_0031.jpeg,0,12.946276664733887
NO_OVERLOADING_0031.jpeg,1,21.045169830322266
NO_OVERLOADING_0031.jpeg,2,20.910018920898438
NO_OVERLOADING_0032.jpeg,0,19.34267807006836
NO_OVERLOADING_0032.jpeg,1,19.36009979248047
NO_OVERLOADING_0033.jpeg,0,21.078874588012695
NO_OVERLOADING_0033.jpeg,1,21.672119140625
NO_OVERLOADING_0034.jpeg,0,21.864391326904297
NO_OVERLOADING_0034.jpeg,1,21.394514083862305
NO_OVERLOADING_0035.jpg,0,21.90035057067871
NO_OVERLOADING_0035.jpg,1,23.83877182006836
NO_OVERLOADING_0036.jpeg,0,15.549358367919922
NO_OVERLOADING_0036.jpeg,1,13.745590209960938
NO_OVERLOADING_0037.jpeg,0,21.071609497070312
NO_OVERLOADING_0037.jpeg,1,23.252946853637695
NO_OVERLOADING_0038.jpeg,0,24.99662971496582
NO_OVERLOADING_0038.jpeg,1,24.662742614746094
NO_OVERLOADING_0039.jpeg,0,21.515308380126953
NO_OVERLOADING_0039.jpeg,1,21.90009880065918
NO_OVERLOADING_0040.jpeg,0,25.02545928955078
NO_OVERLOADING_0040.jpeg,1,25.023054122924805
NO_OVERLOADING_0041.jpeg,0,19.88356590270996
NO_OVERLOADING_0041.jpeg,1,18.99411964416504
NO_OVERLOADING_0042.jpeg,0,23.61467170715332
