file,person_id,kpt0_x,kpt0_y,kpt0_v,kpt1_x,kpt1_y,kpt1_v,kpt2_x,kpt2_y,kpt2_v,kpt3_x,kpt3_y,kpt3_v,kpt4_x,kpt4_y,kpt4_v,kpt5_x,kpt5_y,kpt5_v,kpt6_x,kpt6_y,kpt6_v,kpt7_x,kpt7_y,kpt7_v,kpt8_x,kpt8_y,kpt8_v,kpt9_x,kpt9_y,kpt9_v,kpt10_x,kpt10_y,kpt10_v,kpt11_x,kpt11_y,kpt11_v,kpt12_x,kpt12_y,kpt12_v,kpt13_x,kpt13_y,kpt13_v,kpt14_x,kpt14_y,kpt14_v,kpt15_x,kpt15_y,kpt15_v,kpt16_x,kpt16_y,kpt16_v
CHILD_IN_FRONT_0001.jpg,0,803.3164672851562,209.3758087158203,0.943903386592865,816.1194458007812,196.51605224609375,0.9703071713447571,802.7932739257812,197.65199279785156,0.24698682129383087,859.331298828125,199.69271850585938,0.9825524091720581,827.1808471679688,201.96926879882812,0.014461131766438484,892.2139892578125,278.1109313964844,0.9976140260696411,830.0029296875,270.9688720703125,0.9786680340766907,824.8182983398438,373.20550537109375,0.9952011108398438,781.1046752929688,351.6365966796875,0.5579380989074707,753.8963012695312,406.5831604003906,0.980989933013916,742.1995849609375,403.98291015625,0.3664478361606598,882.0714721679688,462.6803283691406,0.983665406703949,834.46240234375,448.6648254394531,0.9569469094276428,777.306884765625,532.109619140625,0.9642448425292969,723.2205810546875,509.55877685546875,0.8289432525634766,808.4093017578125,693.0810546875,0.7634548544883728,750.4769287109375,649.7451171875,0.5003386735916138
CHILD_IN_FRONT_0001.jpg,1,672.2664794921875,339.44732666015625,0.9444662928581238,684.4991455078125,327.78179931640625,0.9700005054473877,665.590576171875,326.96063232421875,0.8226433992385864,716.9566650390625,325.51910400390625,0.7730541825294495,664.9140014648438,324.3184814453125,0.07531767338514328,733.7501220703125,378.68939208984375,0.6104782819747925,667.8594360351562,376.2348937988281,0.48414433002471924,734.1730346679688,422.59417724609375,0.14073273539543152,652.5287475585938,413.247802734375,0.08095192909240723,687.8856201171875,388.0920715332031,0.16693317890167236,665.824951171875,386.8126525878906,0.11088065057992935,717.7075805664062,484.6208801269531,0.0732073038816452,671.3560791015625,479.1388244628906,0.061322104185819626,685.2465209960938,502.8403015136719,0.02255341224372387,635.7257080078125,492.5000305175781,0.016584200784564018,695.8794555664062,526.1585083007812,0.020514920353889465,658.8090209960938,521.1165771484375,0.017240328714251518
CHILD_IN_FRONT_0002.jpg,0,752.9392700195312,200.18875122070312,0.9987335801124573,775.734375,165.38467407226562,0.9980341792106628,723.328857421875,179.736083984375,0.9811044931411743,832.7116088867188,160.55860900878906,0.9838050007820129,698.8697509765625,194.1732940673828,0.5054492950439453,908.4957275390625,278.77337646484375,0.998828113079071,688.490966796875,302.66607666015625,0.9971615076065063,843.5296630859375,436.25518798828125,0.9918796420097351,542.3917846679688,416.13604736328125,0.9581262469291687,704.3482055664062,581.1686401367188,0.9690413475036621,395.1107482910156,558.664306640625,0.8757221102714539,956.2977294921875,677.4801025390625,0.9802472591400146,810.323486328125,687.4031372070312,0.9741725921630859,969.477294921875,825.6216430664062,0.31386297941207886,800.818359375,822.063232421875,0.22683186829090118,980.0781860351562,776.9193115234375,0.01351192221045494,848.104248046875,777.313720703125,0.012591511011123657
CHILD_IN_FRONT_0002.jpg,1,667.8644409179688,350.4001770019531,0.9983898401260376,691.3302612304688,332.7351379394531,0.9971240162849426,648.227783203125,335.7151184082031,0.9835875630378723,733.6527709960938,349.56097412109375,0.9654347896575928,625.5828857421875,355.71051025390625,0.5379284620285034,745.8969116210938,449.2785949707031,0.9967441558837891,620.8496704101562,447.6619873046875,0.9929613471031189,718.291259765625,538.8609619140625,0.9774941802024841,536.9256591796875,514.3463134765625,0.9363524913787842,651.4314575195312,593.0315551757812,0.9518347382545471,421.1312255859375,585.43408203125,0.8811013102531433,748.0715942382812,699.1246337890625,0.9374567866325378,649.0109252929688,696.82080078125,0.9222902655601501,812.4942016601562,822.7179565429688,0.32125431299209595,585.4473266601562,796.64453125,0.2521306872367859,847.8342895507812,828.8190307617188,0.020125774666666985,593.4722290039062,826.0925903320312,0.019650548696517944
CHILD_IN_FRONT_0003.jpg,0,482.5889892578125,151.23355102539062,0.9548222422599792,482.5086669921875,138.74681091308594,0.44667214155197144,468.4592590332031,140.5321807861328,0.9725281000137329,462.3289794921875,146.54116821289062,0.05329179763793945,431.94561767578125,151.15965270996094,0.9802359342575073,462.22222900390625,217.8748321533203,0.9772742986679077,393.8717956542969,229.02781677246094,0.9940656423568726,520.4605712890625,295.2789611816406,0.9172447919845581,436.2178955078125,340.5869445800781,0.9886358976364136,598.568359375,336.7049255371094,0.9052417278289795,527.0948486328125,401.0534362792969,0.9817429780960083,408.0361022949219,411.04351806640625,0.9881758689880371,358.0531005859375,424.82293701171875,0.9929943680763245,537.7410888671875,493.9823913574219,0.9443506002426147,475.4384765625,517.670654296875,0.9668312668800354,496.0365295410156,647.0531005859375,0.647538423538208,447.183837890625,677.88671875,0.6940205097198486
CHILD_IN_FRONT_0003.jpg,1,549.1832275390625,279.2017517089844,0.962401270866394,547.3226928710938,267.50341796875,0.3834276497364044,535.6177368164062,268.6313171386719,0.9803362488746643,525.7391967773438,270.2701110839844,0.008886506780982018,496.6871337890625,274.85919189453125,0.974145233631134,519.3768920898438,324.58770751953125,0.9394458532333374,466.93316650390625,337.12652587890625,0.991717517375946,556.0770263671875,352.59857177734375,0.36453551054000854,442.7671203613281,411.7123718261719,0.9633828401565552,614.9655151367188,363.3711853027344,0.32162490487098694,510.05645751953125,444.7822570800781,0.8929638862609863,500.9567565917969,433.55975341796875,0.7433846592903137,467.7404479980469,445.6392822265625,0.874372124671936,572.3214721679688,457.70843505859375,0.3183509111404419,546.2137451171875,475.02423095703125,0.6431965231895447,540.5951538085938,549.4332885742188,0.10609695315361023,528.4898681640625,568.539794921875,0.23350241780281067
CHILD_IN_FRONT_0004.jpg,0,667.2509765625,148.0400848388672,0.8502272963523865,673.89501953125,132.975830078125,0.9225494861602783,666.4833374023438,132.67755126953125,0.14222438633441925,714.308349609375,135.5984649658203,0.9858039617538452,728.3560791015625,129.73947143554688,0.041821833699941635,760.014404296875,207.0908966064453,0.9967671632766724,773.3466186523438,195.015625,0.943869411945343,703.876953125,323.72406005859375,0.9830379486083984,699.5518798828125,305.4098205566406,0.5833567976951599,590.656005859375,371.2747802734375,0.9508535861968994,584.7846069335938,354.7144470214844,0.48753997683525085,834.4912719726562,432.6268310546875,0.9628265500068665,845.446044921875,418.0888366699219,0.8958410620689392,666.8508911132812,484.89923095703125,0.9092086553573608,685.858154296875,469.82867431640625,0.7494630217552185,648.7734375,690.1993408203125,0.5601909160614014,679.9230346679688,657.3756713867188,0.39820897579193115
CHILD_IN_FRONT_0004.jpg,1,608.424072265625,272.3388977050781,0.9319083094596863,614.8197021484375,261.3887634277344,0.9415304660797119,607.869873046875,262.148193359375,0.22001446783542633,645.9690551757812,258.4096374511719,0.935572624206543,625.1129150390625,261.9988708496094,0.006373918149620295,684.2704467773438,316.35577392578125,0.9738476872444153,622.6293334960938,312.9306945800781,0.9835229516029358,667.8721923828125,385.1191101074219,0.9255512356758118,556.8086547851562,353.331298828125,0.9614050388336182,573.4282836914062,398.5713195800781,0.9250271916389465,519.5807495117188,353.4641418457031,0.9634603261947632,677.42919921875,457.8299560546875,0.9226362705230713,638.5820922851562,452.2530822753906,0.9387532472610474,642.8418579101562,536.9655151367188,0.8050746917724609,617.71044921875,531.1681518554688,0.8386396765708923,657.3992919921875,652.8328247070312,0.28475841879844666,638.9635620117188,641.65673828125,0.35767269134521484
CHILD_IN_FRONT_0005.jpg,0,747.3029174804688,143.74473571777344,0.8633965253829956,755.4005737304688,134.36007690429688,0.9311357140541077,752.44873046875,135.2443389892578,0.060436397790908813,780.1005249023438,147.1583251953125,0.977603018283844,792.419921875,148.96923828125,0.0037479600869119167,795.5638427734375,220.65298461914062,0.9963054656982422,796.8834228515625,217.4123077392578,0.8522777557373047,741.6250610351562,308.5580749511719,0.9973949193954468,736.09716796875,299.01739501953125,0.1565103679895401,663.5182495117188,347.8963623046875,0.9928966164588928,655.2068481445312,332.53302001953125,0.19555316865444183,781.398193359375,404.8489074707031,0.9676716327667236,779.9293212890625,392.2738037109375,0.8216789960861206,637.3400268554688,445.3691101074219,0.9569908976554871,642.1842041015625,423.23138427734375,0.563141405582428,668.8477783203125,594.0765380859375,0.7538792490959167,667.806396484375,571.3171997070312,0.2796502709388733
CHILD_IN_FRONT_0005.jpg,1,672.363037109375,206.83676147460938,0.8576284646987915,675.3408203125,199.3842010498047,0.8752483129501343,675.1185302734375,198.84864807128906,0.12230559438467026,696.38330078125,199.79246520996094,0.9178147912025452,698.2636108398438,200.29808044433594,0.006907408591359854,718.6016235351562,243.6656951904297,0.9657701253890991,700.8869018554688,237.68673706054688,0.9676176309585571,705.556640625,303.5453796386719,0.9477702379226685,660.519775390625,285.11248779296875,0.947291910648346,659.4915771484375,333.6800231933594,0.9489314556121826,605.8295288085938,308.0689392089844,0.9482269287109375,689.64208984375,355.1119384765625,0.7605603337287903,677.705078125,345.40289306640625,0.7785791754722595,634.1296997070312,392.8391418457031,0.1530495434999466,619.1740112304688,381.3089599609375,0.15231218934059143,635.7052001953125,441.7169189453125,0.013483786955475807,621.283935546875,433.5440673828125,0.015616373158991337
